index,softwareUnderstanding,understandingConcepts,practiceSM,testSM
2994,46,47.0,31.0,40.0
2995,46,47.0,31.0,40.0
2996,46,47.0,68.0,64.0
2997,36,42.0,61.0,46.0
2998,46,47.0,60.0,67.0
2999,45,46.5,50.5,45.5
3000,36,42.0,26.0,40.0
3001,36,42.0,68.0,48.0
3002,45,46.5,63.5,62.5
3003,37,42.5,31.5,38.5
3004,37,42.5,36.5,52.5
3005,36,42.0,33.0,49.0
3006,37,42.5,65.5,25.5
3007,37,42.5,43.5,34.5
3008,37,42.5,67.5,47.5
3009,44,46.0,63.0,50.0
3010,44,46.0,29.0,39.0
3011,37,42.5,34.5,35.5
3012,37,42.5,42.5,46.5
3013,37,42.5,49.5,41.5
3014,44,46.0,40.0,47.0
3015,37,42.5,35.5,25.5
3016,43,45.5,56.5,62.5
3017,38,43.0,59.0,23.0
3018,38,43.0,59.0,32.0
3019,43,45.5,57.5,27.5
3020,43,45.5,46.5,52.5
3021,38,43.0,68.0,51.0
3022,38,43.0,57.0,40.0
3023,38,43.0,41.0,26.0
3024,39,43.5,54.5,55.5
3025,39,43.5,28.5,30.5
3026,39,43.5,31.5,64.5
3027,39,43.5,25.5,46.5
3028,41,44.5,70.5,54.5
3029,39,43.5,57.5,68.5
3030,39,43.5,27.5,53.5
3031,41,44.5,28.5,53.5
3032,33,41.0,22.5,64.5
3033,14,31.5,7.0,36.0
3034,58,53.5,76.0,60.0
3035,44,46.5,42.0,64.0
3036,26,37.5,45.0,43.0
3037,25,37.0,59.5,35.5
3038,35,42.0,51.5,67.5
3039,35,42.0,48.5,30.5
3040,64,56.5,38.0,49.0
3041,65,57.0,32.5,82.5
3042,28,38.5,61.0,25.0
3043,25,37.0,22.5,36.5
3044,28,38.5,30.0,31.0
3045,28,38.5,19.0,33.0
3046,28,38.5,62.0,63.0
3047,32,40.5,16.0,19.0
3048,37,43.0,30.5,23.5
3049,56,52.5,28.0,30.0
3050,56,52.5,30.0,44.0
3051,29,39.0,19.5,53.5
3052,28,38.5,32.0,40.0
3053,32,40.5,35.0,30.0
3054,47,48.0,49.5,36.5
3055,28,38.5,53.0,36.0
3056,15,32.0,14.5,21.5
3057,28,38.5,58.0,28.0
3058,51,50.0,44.5,37.5
3059,26,37.5,57.0,14.0
3060,23,36.0,48.5,21.5
3061,43,46.0,54.5,37.5
3062,23,36.0,39.5,47.5
3063,33,41.0,26.5,31.5
3064,23,36.0,34.5,59.5
3065,72,60.5,71.0,36.0
3066,34,41.5,58.0,39.0
3067,40,44.5,27.0,29.0
3068,34,41.5,37.0,24.0
3069,37,43.0,63.5,59.5
3070,41,45.0,41.5,27.5
3071,52,50.5,28.0,73.0
3072,47,48.0,58.5,30.5
3073,34,41.5,66.0,41.0
3074,39,44.0,62.5,40.5
3075,32,40.5,26.0,53.0
3076,32,40.5,25.0,58.0
3077,38,43.5,28.0,34.0
3078,32,40.5,65.0,48.0
3079,35,42.0,39.5,19.5
3080,37,43.0,55.5,66.5
3081,40,44.5,55.0,42.0
3082,50,49.5,72.0,32.0
3083,72,60.5,77.0,77.0
3084,25,37.0,12.5,24.5
3085,22,35.5,59.0,42.0
3086,48,48.5,39.0,53.0
3087,52,50.5,41.0,68.0
3088,63,56.0,59.5,80.5
3089,38,43.5,64.0,21.0
3090,20,34.5,52.0,37.0
3091,31,40.0,36.5,46.5
3092,32,40.5,24.0,16.0
3093,52,50.5,66.0,47.0
3094,26,37.5,59.0,23.0
3095,38,43.5,30.0,22.0
3096,25,37.0,61.5,14.5
3097,42,45.5,21.0,71.0
3098,21,35.0,19.5,12.5
3099,37,43.0,36.5,62.5
3100,31,40.0,41.5,48.5
3101,31,40.0,44.5,43.5
3102,42,45.5,45.0,44.0
3103,21,35.0,52.5,34.5
3104,21,35.0,44.5,32.5
3105,67,58.0,42.5,37.5
3106,38,43.5,20.0,53.0
3107,33,41.0,36.5,35.5
3108,34,41.5,28.0,65.0
3109,37,43.0,25.5,59.5
3110,21,35.0,23.5,43.5
3111,38,43.5,30.0,30.0
3112,25,37.0,34.5,53.5
3113,47,48.0,65.5,69.5
3114,26,37.5,34.0,59.0
3115,31,40.0,25.5,24.5
3116,25,37.0,43.5,43.5
3117,48,48.5,50.0,55.0
3118,25,37.0,34.5,45.5
3119,35,42.0,50.5,52.5
3120,51,50.0,53.5,72.5
3121,50,49.5,36.0,26.0
3122,49,49.0,53.5,32.5
3123,43,46.0,33.5,48.5
3124,7,28.0,53.5,16.5
3125,41,45.0,24.5,59.5
3126,25,37.0,46.5,57.5
3127,40,44.5,53.0,32.0
3128,7,28.0,22.5,21.5
3129,53,51.0,62.5,29.5
3130,44,46.5,58.0,71.0
3131,53,51.0,40.5,29.5
3132,50,49.5,46.0,29.0
3133,33,41.0,42.5,57.5
3134,7,28.0,10.5,39.5
3135,20,34.5,58.0,51.0
3136,50,49.5,73.0,51.0
3137,64,56.5,48.0,79.0
3138,33,41.0,55.5,20.5
3139,50,49.5,69.0,49.0
3140,60,54.5,80.0,59.0
3141,32,40.5,59.0,61.0
3142,39,44.0,53.5,55.5
3143,30,39.5,26.0,36.0
3144,46,47.5,34.0,30.0
3145,46,47.5,36.0,27.0
3146,73,61.0,65.5,78.5
3147,30,39.5,27.0,39.0
3148,27,38.0,61.5,52.5
3149,54,51.5,34.0,58.0
3150,11,30.0,47.5,13.5
3151,18,33.5,37.0,48.0
3152,11,30.0,55.5,51.5
3153,64,56.5,44.0,40.0
3154,40,44.5,57.0,67.0
3155,59,54.0,72.5,78.5
3156,32,40.5,48.0,31.0
3157,24,36.5,40.0,18.0
3158,35,42.0,61.5,18.5
3159,30,39.5,44.0,39.0
3160,49,49.0,35.5,32.5
3161,11,30.0,9.5,38.5
3162,59,54.0,31.5,38.5
3163,35,42.0,45.5,55.5
3164,18,33.5,15.0,36.0
3165,39,44.0,57.5,26.5
3166,34,41.5,50.0,39.0
3167,54,51.5,54.0,66.0
3168,38,43.5,35.0,36.0
3169,61,55.0,59.5,45.5
3170,33,41.0,50.5,20.5
3171,32,40.5,26.0,31.0
3172,39,44.0,36.5,59.5
3173,25,37.0,57.5,39.5
3174,30,39.5,47.0,65.0
3175,14,31.5,20.0,39.0
3176,35,42.0,57.5,22.5
3177,35,42.0,24.5,21.5
3178,35,42.0,43.5,64.5
3179,44,46.5,46.0,38.0
3180,70,59.5,35.0,62.0
3181,35,42.0,38.5,50.5
3182,39,44.0,62.5,40.5
3183,57,53.0,63.5,55.5
3184,57,53.0,50.5,48.5
3185,29,39.0,42.5,63.5
3186,28,38.5,55.0,62.0
3187,25,37.0,35.5,15.5
3188,20,34.5,15.0,55.0
3189,28,38.5,23.0,41.0
3190,35,42.0,51.5,33.5
3191,20,34.5,44.0,59.0
3192,25,37.0,16.5,27.5
3193,36,42.5,26.0,51.0
3194,35,42.0,17.5,34.5
3195,50,49.5,38.0,34.0
3196,26,37.5,23.0,38.0
3197,35,42.0,41.5,41.5
3198,14,32.0,51.0,16.0
3199,65,57.5,58.5,62.5
3200,32,41.0,38.0,42.0
3201,39,44.5,44.5,19.5
3202,48,49.0,35.0,67.0
3203,21,35.5,11.5,23.5
3204,57,53.5,38.5,58.5
3205,35,42.5,48.5,29.5
3206,55,52.5,64.5,27.5
3207,25,37.5,30.5,59.5
3208,15,32.5,35.5,27.5
3209,39,44.5,27.5,19.5
3210,51,50.5,47.5,53.5
3211,32,41.0,43.0,43.0
3212,45,47.5,66.5,33.5
3213,16,33.0,45.0,40.0
3214,21,35.5,45.5,50.5
3215,28,39.0,46.0,41.0
3216,32,41.0,43.0,46.0
3217,42,46.0,49.0,29.0
3218,25,37.5,38.5,32.5
3219,66,58.0,69.0,64.0
3220,25,37.5,62.5,52.5
3221,14,32.0,41.0,30.0
3222,57,53.5,57.5,74.5
3223,35,42.5,44.5,26.5
3224,25,37.5,42.5,58.5
3225,38,44.0,63.0,51.0
3226,29,39.5,42.5,20.5
3227,21,35.5,33.5,10.5
3228,31,40.5,16.5,17.5
3229,21,35.5,30.5,18.5
3230,19,34.5,50.5,28.5
3231,32,41.0,21.0,26.0
3232,35,42.5,43.5,28.5
3233,23,36.5,27.5,19.5
3234,48,49.0,27.0,53.0
3235,15,32.5,43.5,21.5
3236,35,42.5,18.5,18.5
3237,32,41.0,21.0,36.0
3238,49,49.5,63.5,50.5
3239,21,35.5,13.5,40.5
3240,35,42.5,67.5,28.5
3241,62,56.0,78.0,76.0
3242,32,41.0,54.0,53.0
3243,23,36.5,54.5,43.5
3244,32,41.0,54.0,48.0
3245,58,54.0,65.0,60.0
3246,40,45.0,29.0,42.0
3247,46,48.0,27.0,44.0
3248,15,32.5,57.5,41.5
3249,46,48.0,65.0,70.0
3250,40,45.0,26.0,70.0
3251,25,37.5,46.5,16.5
3252,42,46.0,49.0,32.0
3253,63,56.5,55.5,55.5
3254,39,44.5,53.5,35.5
3255,28,39.0,26.0,46.0
3256,37,43.5,40.5,55.5
3257,58,54.0,32.0,76.0
3258,56,53.0,49.0,61.0
3259,30,40.0,17.0,25.0
3260,55,52.5,42.5,61.5
3261,44,47.0,64.0,67.0
3262,42,46.0,31.0,45.0
3263,28,39.0,34.0,52.0
3264,48,49.0,31.0,60.0
3265,35,42.5,63.5,55.5
3266,25,37.5,41.5,46.5
3267,43,46.5,31.5,53.5
3268,35,42.5,50.5,55.5
3269,35,42.5,50.5,38.5
3270,25,37.5,28.5,22.5
3271,28,39.0,14.0,62.0
3272,56,53.0,54.0,63.0
3273,28,39.0,33.0,17.0
3274,44,47.0,33.0,51.0
3275,46,48.0,68.0,62.0
3276,28,39.0,54.0,37.0
3277,25,37.5,16.5,61.5
3278,35,42.5,34.5,41.5
3279,31,40.5,28.5,19.5
3280,46,48.0,24.0,69.0
3281,35,42.5,55.5,34.5
3282,64,57.0,75.0,54.0
3283,28,39.0,64.0,17.0
3284,28,39.0,18.0,29.0
3285,26,38.0,25.0,35.0
3286,33,41.5,20.5,61.5
3287,35,42.5,63.5,28.5
3288,48,49.0,66.0,44.0
3289,75,62.5,67.5,71.5
3290,28,39.0,48.0,33.0
3291,44,47.0,64.0,50.0
3292,54,52.0,70.0,56.0
3293,36,43.0,50.0,68.0
3294,51,50.5,55.5,30.5
3295,22,36.0,51.0,17.0
3296,40,45.0,57.0,41.0
3297,43,46.5,56.5,65.5
3298,31,40.5,52.5,25.5
3299,24,37.0,46.0,23.0
3300,29,39.5,60.5,54.5
3301,46,48.0,39.0,36.0
3302,48,49.0,59.0,36.0
3303,32,41.0,32.0,35.0
3304,43,46.5,25.5,45.5
3305,18,34.0,15.0,26.0
3306,25,37.5,59.5,21.5
3307,46,48.0,33.0,67.0
3308,33,41.5,49.5,17.5
3309,25,37.5,57.5,51.5
3310,46,48.0,36.0,65.0
3311,30,40.0,43.0,54.0
3312,52,51.0,56.0,51.0
3313,18,34.0,33.0,17.0
3314,33,41.5,66.5,60.5
3315,26,38.0,45.0,14.0
3316,43,46.5,67.5,54.5
3317,30,40.0,17.0,42.0
3318,27,38.5,61.5,45.5
3319,22,36.0,41.0,12.0
3320,30,40.0,58.0,34.0
3321,25,37.5,57.5,31.5
3322,30,40.0,58.0,21.0
3323,18,34.0,21.0,14.0
3324,36,43.0,55.0,28.0
3325,46,48.0,66.0,44.0
3326,11,30.5,5.5,29.5
3327,22,36.0,35.0,34.0
3328,39,44.5,38.5,54.5
3329,59,54.5,29.5,58.5
3330,60,55.0,33.0,73.0
3331,53,51.5,74.5,31.5
3332,44,47.0,40.0,28.0
3333,46,48.0,66.0,58.0
3334,58,54.0,37.0,36.0
3335,25,37.5,13.5,48.5
3336,43,46.5,34.5,35.5
3337,39,44.5,64.5,69.5
3338,72,61.0,76.0,70.0
3339,43,46.5,42.5,24.5
3340,8,29.5,22.0,41.0
3341,61,56.0,68.5,74.5
3342,61,56.0,67.5,37.5
3343,18,34.5,33.0,54.0
3344,42,46.5,63.0,51.0
3345,47,49.0,49.5,25.5
3346,32,41.5,32.0,53.0
3347,39,45.0,63.5,43.5
3348,62,56.5,54.0,50.0
3349,37,44.0,68.5,23.5
3350,62,56.5,78.0,34.0
3351,24,37.5,46.0,48.0
3352,37,44.0,42.5,66.5
3353,46,48.5,72.0,47.0
3354,32,41.5,17.0,66.0
3355,24,37.5,56.0,28.0
3356,37,44.0,46.5,26.5
3357,37,44.0,29.5,68.5
3358,63,57.0,81.5,74.5
3359,41,46.0,29.5,42.5
3360,46,48.5,23.0,29.0
3361,64,57.5,76.0,70.0
3362,64,57.5,77.0,49.0
3363,23,37.0,43.5,16.5
3364,46,48.5,39.0,57.0
3365,51,51.0,54.5,57.5
3366,64,57.5,74.0,72.0
3367,37,44.0,49.5,64.5
3368,22,36.5,40.0,11.0
3369,22,36.5,46.0,55.0
3370,32,41.5,20.0,54.0
3371,39,45.0,30.5,44.5
3372,37,44.0,66.5,65.5
3373,64,57.5,43.0,55.0
3374,21,36.0,54.5,14.5
3375,21,36.0,17.5,20.5
3376,21,36.0,16.5,50.5
3377,41,46.0,38.5,68.5
3378,51,51.0,67.5,68.5
3379,66,58.5,61.0,57.0
3380,41,46.0,51.5,28.5
3381,41,46.0,47.5,70.5
3382,39,45.0,61.5,53.5
3383,66,58.5,60.0,76.0
3384,41,46.0,38.5,46.5
3385,34,42.5,50.0,28.0
3386,32,41.5,46.0,39.0
3387,49,50.0,24.5,58.5
3388,39,45.0,27.5,42.5
3389,30,40.5,19.0,20.0
3390,30,40.5,15.0,63.0
3391,34,42.5,34.0,39.0
3392,52,51.5,33.0,43.0
3393,47,49.0,25.5,68.5
3394,52,51.5,50.0,74.0
3395,52,51.5,64.0,71.0
3396,7,29.0,45.5,16.5
3397,38,44.5,63.0,35.0
3398,32,41.5,35.0,20.0
3399,30,40.5,17.0,54.0
3400,53,52.0,40.5,69.5
3401,11,31.0,54.5,46.5
3402,11,31.0,25.5,48.5
3403,32,41.5,47.0,24.0
3404,33,42.0,58.5,42.5
3405,35,43.0,52.5,24.5
3406,80,65.5,42.0,85.0
3407,35,43.0,53.5,66.5
3408,32,41.5,19.0,18.0
3409,32,41.5,55.0,64.0
3410,49,50.0,48.5,64.5
3411,45,48.0,72.5,71.5
3412,45,48.0,49.5,33.5
3413,29,40.0,59.5,29.5
3414,47,49.0,25.5,32.5
3415,38,44.5,50.0,31.0
3416,32,41.5,50.0,59.0
3417,54,52.5,37.0,54.0
3418,1,26.0,26.5,46.5
3419,28,39.5,38.0,46.0
3420,28,39.5,18.0,17.0
3421,28,39.5,61.0,25.0
3422,28,39.5,16.0,21.0
3423,28,39.5,54.0,14.0
3424,28,39.5,31.0,42.0
3425,28,39.5,24.0,23.0
3426,55,53.0,61.5,77.5
3427,28,39.5,28.0,22.0
3428,28,39.5,30.0,28.0
3429,32,41.5,26.0,49.0
3430,44,47.5,66.0,71.0
3431,44,47.5,57.0,32.0
3432,35,43.0,56.5,41.5
3433,14,32.5,21.0,38.0
3434,28,39.5,52.0,26.0
3435,14,32.5,55.0,31.0
3436,47,49.0,40.5,42.5
3437,56,53.5,76.0,46.0
3438,14,32.5,18.0,10.0
3439,33,42.0,31.5,32.5
3440,35,43.0,20.5,26.5
3441,35,43.0,46.5,64.5
3442,28,39.5,51.0,56.0
3443,57,54.0,63.5,36.5
3444,57,54.0,53.5,28.5
3445,35,43.0,17.5,44.5
3446,57,54.0,48.5,31.5
3447,27,39.0,51.5,34.5
3448,35,43.0,24.5,34.5
3449,27,39.0,23.5,28.5
3450,35,43.0,50.5,38.5
3451,35,43.0,56.5,38.5
3452,48,49.5,59.0,66.0
3453,35,43.0,46.5,56.5
3454,32,41.5,34.0,27.0
3455,41,46.0,57.5,32.5
3456,39,45.0,63.5,59.5
3457,35,43.0,48.5,59.5
3458,26,38.5,50.0,30.0
3459,35,43.0,20.5,61.5
3460,48,49.5,32.0,69.0
3461,26,38.5,62.0,38.0
3462,26,38.5,14.0,35.0
3463,26,38.5,33.0,35.0
3464,39,45.0,55.5,30.5
3465,25,38.0,32.5,25.5
3466,43,47.0,23.5,36.5
3467,47,49.0,65.5,70.5
3468,34,42.5,30.0,59.0
3469,36,43.5,26.0,40.0
3470,39,45.0,47.5,19.5
3471,31,41.0,40.5,23.5
3472,46,48.5,68.0,28.0
3473,25,38.0,33.5,41.5
3474,25,38.0,59.5,28.5
3475,33,42.0,29.5,34.5
3476,18,34.5,9.0,50.0
3477,25,38.0,49.5,19.5
3478,41,46.0,29.5,55.5
3479,39,45.0,58.5,58.5
3480,43,47.0,51.5,50.5
3481,61,56.0,48.5,36.5
3482,41,46.0,40.5,28.5
3483,46,48.5,69.0,29.0
3484,32,42.0,30.0,24.0
3485,23,37.5,52.5,37.5
3486,46,49.0,30.0,23.0
3487,42,47.0,22.0,35.0
3488,28,40.0,40.0,29.0
3489,40,46.0,37.0,53.0
3490,31,41.5,41.5,15.5
3491,39,45.5,53.5,41.5
3492,53,52.5,64.5,66.5
3493,34,43.0,41.0,65.0
3494,50,51.0,30.0,31.0
3495,32,42.0,28.0,33.0
3496,27,39.5,16.5,59.5
3497,32,42.0,22.0,16.0
3498,74,63.0,48.0,85.0
3499,31,41.5,32.5,55.5
3500,69,60.5,51.5,69.5
3501,37,44.5,21.5,37.5
3502,27,39.5,27.5,59.5
3503,16,34.0,27.0,16.0
3504,53,52.5,40.5,72.5
3505,53,52.5,65.5,29.5
3506,40,46.0,68.0,44.0
3507,11,31.5,26.5,23.5
3508,38,45.0,53.0,46.0
3509,11,31.5,10.5,32.5
3510,23,37.5,14.5,61.5
3511,67,59.5,69.5,65.5
3512,53,52.5,57.5,58.5
3513,34,43.0,54.0,29.0
3514,50,51.0,28.0,45.0
3515,40,46.0,27.0,49.0
3516,58,55.0,68.0,66.0
3517,26,39.0,62.0,52.0
3518,33,42.5,59.5,17.5
3519,34,43.0,60.0,53.0
3520,43,47.5,68.5,22.5
3521,33,42.5,22.5,16.5
3522,40,46.0,38.0,44.0
3523,18,35.0,13.0,59.0
3524,43,47.5,58.5,37.5
3525,53,52.5,68.5,50.5
3526,39,45.5,64.5,28.5
3527,26,39.0,16.0,28.0
3528,18,35.0,47.0,36.0
3529,45,48.5,27.5,56.5
3530,29,40.5,47.5,22.5
3531,39,45.5,67.5,34.5
3532,29,40.5,63.5,45.5
3533,47,49.5,39.5,39.5
3534,53,52.5,59.5,34.5
3535,30,41.0,23.0,38.0
3536,35,43.5,29.5,54.5
3537,32,42.0,36.0,33.0
3538,30,41.0,44.0,28.0
3539,72,62.0,50.0,46.0
3540,30,41.0,49.0,53.0
3541,39,45.5,44.5,38.5
3542,59,55.5,74.5,58.5
3543,30,41.0,42.0,33.0
3544,39,45.5,65.5,48.5
3545,52,52.0,51.0,46.0
3546,32,42.0,44.0,56.0
3547,31,41.5,51.5,16.5
3548,41,46.5,65.5,20.5
3549,33,42.5,21.5,32.5
3550,33,42.5,27.5,58.5
3551,30,41.0,46.0,54.0
3552,32,42.0,65.0,29.0
3553,39,45.5,27.5,65.5
3554,30,41.0,15.0,62.0
3555,32,42.0,64.0,65.0
3556,41,46.5,55.5,45.5
3557,47,49.5,61.5,39.5
3558,35,43.5,60.5,21.5
3559,32,42.0,35.0,66.0
3560,49,50.5,33.5,24.5
3561,48,50.0,58.0,58.0
3562,39,45.5,52.5,42.5
3563,23,37.5,59.5,15.5
3564,71,61.5,61.5,54.5
3565,35,43.5,67.5,57.5
3566,25,38.5,53.5,55.5
3567,66,59.0,62.0,74.0
3568,32,42.0,60.0,39.0
3569,65,58.5,69.5,40.5
3570,33,42.5,60.5,18.5
3571,25,38.5,13.5,24.5
3572,43,47.5,38.5,64.5
3573,43,47.5,50.5,50.5
3574,25,38.5,57.5,31.5
3575,51,51.5,38.5,48.5
3576,19,35.5,26.5,42.5
3577,19,35.5,50.5,39.5
3578,25,38.5,33.5,30.5
3579,30,41.0,37.0,36.0
3580,25,38.5,43.5,20.5
3581,25,38.5,19.5,43.5
3582,25,38.5,28.5,32.5
3583,20,36.0,27.0,35.0
3584,41,46.5,25.5,57.5
3585,32,42.0,24.0,35.0
3586,21,36.5,59.5,37.5
3587,38,45.0,38.0,42.0
3588,21,36.5,55.5,56.5
3589,64,58.0,49.0,46.0
3590,25,38.5,43.5,28.5
3591,21,36.5,53.5,24.5
3592,21,36.5,57.5,55.5
3593,25,38.5,48.5,57.5
3594,21,36.5,15.5,19.5
3595,25,38.5,52.5,40.5
3596,41,46.5,46.5,21.5
3597,39,45.5,50.5,29.5
3598,21,36.5,41.5,33.5
3599,21,36.5,45.5,12.5
3600,36,44.0,36.0,28.0
3601,21,36.5,47.5,31.5
3602,50,51.0,71.0,59.0
3603,21,36.5,18.5,34.5
3604,37,44.5,25.5,22.5
3605,22,37.0,45.0,11.0
3606,31,41.5,54.5,52.5
3607,25,38.5,38.5,14.5
3608,51,51.5,61.5,41.5
3609,39,45.5,33.5,48.5
3610,51,51.5,43.5,38.5
3611,25,38.5,42.5,34.5
3612,66,59.0,81.0,76.0
3613,41,46.5,32.5,65.5
3614,17,34.5,45.5,35.5
3615,38,45.0,66.0,25.0
3616,35,43.5,41.5,34.5
3617,55,53.5,41.5,62.5
3618,40,46.0,49.0,55.0
3619,49,50.5,49.5,36.5
3620,44,48.0,41.0,28.0
3621,55,53.5,30.5,66.5
3622,49,50.5,74.5,54.5
3623,35,43.5,36.5,49.5
3624,55,53.5,27.5,45.5
3625,31,41.5,19.5,54.5
3626,24,38.0,62.0,12.0
3627,28,40.0,53.0,28.0
3628,44,48.0,33.0,63.0
3629,54,53.0,37.0,48.0
3630,32,42.0,34.0,59.0
3631,35,43.5,39.5,67.5
3632,54,53.0,38.0,59.0
3633,66,59.0,48.0,76.0
3634,28,40.0,53.0,50.0
3635,74,63.0,45.0,49.0
3636,39,45.5,66.5,66.5
3637,54,53.0,50.0,44.0
3638,32,42.0,62.0,58.0
3639,50,51.0,36.0,60.0
3640,34,43.0,55.0,42.0
3641,28,40.0,40.0,25.0
3642,28,40.0,40.0,56.0
3643,28,40.0,61.0,32.0
3644,68,60.0,70.0,51.0
3645,66,59.0,82.0,39.0
3646,43,47.5,62.5,21.5
3647,45,48.5,66.5,39.5
3648,41,46.5,44.5,66.5
3649,35,43.5,22.5,66.5
3650,28,40.0,64.0,16.0
3651,28,40.0,33.0,47.0
3652,43,47.5,24.5,68.5
3653,28,40.0,41.0,25.0
3654,39,45.5,28.5,56.5
3655,43,47.5,22.5,23.5
3656,28,40.0,52.0,47.0
3657,33,42.5,30.5,50.5
3658,32,42.0,42.0,25.0
3659,34,43.0,66.0,44.0
3660,57,54.5,77.5,59.5
3661,48,50.5,52.0,63.0
3662,48,50.5,24.0,32.0
3663,32,42.5,37.0,45.0
3664,46,49.5,61.0,59.0
3665,31,42.0,28.5,37.5
3666,33,43.0,23.5,36.5
3667,49,51.0,30.5,61.5
3668,49,51.0,30.5,40.5
3669,46,49.5,52.0,45.0
3670,31,42.0,50.5,20.5
3671,33,43.0,43.5,30.5
3672,31,42.0,27.5,44.5
3673,46,49.5,32.0,52.0
3674,33,43.0,59.5,63.5
3675,33,43.0,25.5,16.5
3676,49,51.0,59.5,65.5
3677,46,49.5,55.0,31.0
3678,31,42.0,15.5,56.5
3679,46,49.5,50.0,43.0
3680,49,51.0,71.5,26.5
3681,49,51.0,52.5,34.5
3682,46,49.5,47.0,47.0
3683,50,51.5,70.0,39.0
3684,49,51.0,34.5,68.5
3685,39,46.0,36.5,49.5
3686,50,51.5,58.0,29.0
3687,37,45.0,34.5,50.5
3688,50,51.5,37.0,55.0
3689,46,49.5,36.0,55.0
3690,30,41.5,31.0,23.0
3691,50,51.5,62.0,41.0
3692,33,43.0,40.5,52.5
3693,51,52.0,49.5,56.5
3694,33,43.0,40.5,21.5
3695,45,49.0,66.5,26.5
3696,30,41.5,65.0,53.0
3697,30,41.5,33.0,15.0
3698,51,52.0,40.5,64.5
3699,51,52.0,38.5,51.5
3700,45,49.0,29.5,32.5
3701,51,52.0,52.5,29.5
3702,33,43.0,39.5,25.5
3703,45,49.0,25.5,67.5
3704,52,52.5,60.0,57.0
3705,29,41.0,38.5,64.5
3706,39,46.0,67.5,48.5
3707,37,45.0,40.5,67.5
3708,52,52.5,28.0,51.0
3709,29,41.0,18.5,60.5
3710,52,52.5,46.0,70.0
3711,29,41.0,27.5,41.5
3712,53,53.0,34.5,57.5
3713,53,53.0,35.5,35.5
3714,28,40.5,42.0,55.0
3715,53,53.0,30.5,43.5
3716,28,40.5,23.0,33.0
3717,53,53.0,60.5,70.5
3718,28,40.5,53.0,19.0
3719,28,40.5,39.0,46.0
3720,53,53.0,38.5,35.5
3721,44,48.5,60.0,43.0
3722,39,46.0,28.5,62.5
3723,34,43.5,45.0,40.0
3724,44,48.5,28.0,69.0
3725,28,40.5,64.0,53.0
3726,54,53.5,49.0,38.0
3727,54,53.5,75.0,61.0
3728,54,53.5,71.0,75.0
3729,44,48.5,70.0,31.0
3730,54,53.5,69.0,59.0
3731,28,40.5,33.0,58.0
3732,44,48.5,72.0,64.0
3733,44,48.5,54.0,71.0
3734,39,46.0,66.5,60.5
3735,44,48.5,43.0,53.0
3736,39,46.0,65.5,25.5
3737,35,44.0,56.5,19.5
3738,55,54.0,71.5,72.5
3739,34,43.5,57.0,42.0
3740,35,44.0,32.5,56.5
3741,43,48.0,25.5,27.5
3742,56,54.5,76.0,66.0
3743,56,54.5,36.0,29.0
3744,27,40.0,38.5,27.5
3745,56,54.5,56.0,66.0
3746,26,39.5,49.0,45.0
3747,57,55.0,59.5,35.5
3748,57,55.0,59.5,75.5
3749,57,55.0,37.5,40.5
3750,43,48.0,29.5,49.5
3751,58,55.5,60.0,57.0
3752,58,55.5,60.0,78.0
3753,58,55.5,45.0,61.0
3754,58,55.5,69.0,46.0
3755,42,47.5,53.0,59.0
3756,25,39.0,20.5,25.5
3757,59,56.0,40.5,68.5
3758,59,56.0,34.5,66.5
3759,35,44.0,34.5,17.5
3760,25,39.0,60.5,30.5
3761,43,48.0,46.5,68.5
3762,25,39.0,27.5,40.5
3763,43,48.0,37.5,44.5
3764,25,39.0,39.5,54.5
3765,43,48.0,50.5,34.5
3766,25,39.0,20.5,18.5
3767,25,39.0,38.5,52.5
3768,43,48.0,62.5,69.5
3769,39,46.0,28.5,27.5
3770,35,44.0,30.5,53.5
3771,25,39.0,37.5,29.5
3772,35,44.0,63.5,67.5
3773,35,44.0,42.5,36.5
3774,35,44.0,31.5,33.5
3775,35,44.0,30.5,55.5
3776,39,46.0,59.5,22.5
3777,35,44.0,42.5,52.5
3778,35,44.0,36.5,34.5
3779,43,48.0,36.5,21.5
3780,43,48.0,66.5,60.5
3781,35,44.0,56.5,37.5
3782,35,44.0,42.5,33.5
3783,35,44.0,57.5,48.5
3784,39,46.0,22.5,20.5
3785,42,47.5,28.0,70.0
3786,35,44.0,35.5,28.5
3787,38,45.5,29.0,29.0
3788,35,44.0,52.5,39.5
3789,35,44.0,28.5,65.5
3790,42,47.5,37.0,23.0
3791,24,38.5,52.0,44.0
3792,35,44.0,59.5,26.5
3793,35,44.0,67.5,44.5
3794,35,44.0,63.5,62.5
3795,60,56.5,72.0,39.0
3796,60,56.5,47.0,44.0
3797,24,38.5,56.0,41.0
3798,24,38.5,28.0,48.0
3799,42,47.5,45.0,42.0
3800,39,46.0,39.5,52.5
3801,39,46.0,32.5,59.5
3802,42,47.5,57.0,33.0
3803,42,47.5,70.0,71.0
3804,61,57.0,67.5,48.5
3805,42,47.5,64.0,39.0
3806,61,57.0,31.5,55.5
3807,61,57.0,77.5,31.5
3808,39,46.0,21.5,57.5
3809,62,57.5,55.0,55.0
3810,62,57.5,76.0,73.0
3811,23,38.0,59.5,13.5
3812,63,58.0,43.5,41.5
3813,63,58.0,69.5,36.5
3814,41,47.0,68.5,39.5
